orign path,batch
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/5a25fd35fe7653921ca8bcb43572e780c8a6432c0aaf8094c1546c168120b8d4.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/f580b74dd54bb79e2154fd4d0087052dc9faa77c1ac360677ebb39ec1d38b7f7.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/314100d4c4fd8f4b3ef8f997ba272c627220f6824e22f6f1f3f0ce369817d795.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/86936c2f7004fc0a3ca168f819670572a4783415208c84a4601259d6e4113b6e.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/f6c5f5324a64d4270c221a4724f53761dd57a1d8aa66769a5156c64a3bd1476f.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/b05c28280c9f6bb6000f87c662a29c3d7a5f1460b5d53c508daa79eb303001d5.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/712eda0f8f1d1e1d669dff184dc163c5e9430ac232ef40a67f4a17d3f5ea9ab4.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/03a747fad12ebeb6a91ee765734bd416a56bb7109143bbc6c01375f93e6d2b12.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/09fcb32715b4c50220e6a33a679490581f630b83e35ce8e4600df5f11e3f8a13.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/f2eb30424fff5e3848c923d186ec2f0480399d060eb22ec33141a23b96927b86.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/8adf81619e3b1262278ab7333849d1faf92be25668501f4ecc60536ab2a9cc76.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/d2a812d6a05f75f2169a4f26634b316e689b0bb037b63e46268069292805439d.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/32a2b76297bbbba3747d6d7e21aa93a0e8f1bbccb4c9298475f982a7869f80f1.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/53e079a549008148c92f6c5a55a7bfa1df6f78d675d56ff2836c983b4b3012a5.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/8cbe77aaed72dff9f87eafd87ade3aff2059b537b3903bd25b47d7fdaf2c898a.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/9bf53b04b9d911b3a080ea1a8677fb9be7bcf52f707af76ff82ecac1b09e1633.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/8aac259f39fcb9c4356adb2655e8ed61aa824e5ebd8c838be8c84c92dd77429c.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/d70588410e23fd385662916cc809f596af95e6e71102fcd9fb5353254d6af2a7.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/011af39373fb58ff14033a527e7e4520c7b02732887d0a216f512a4e47b1c151.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/092db620833812d44e688302106085a0b69abd1fc62a572663a1798d4c479f50.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/e5ca2db1733eadb0952e781f6c77706817f9152f9ea9f3be37c3470176dc61e8.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/b3650ffd28bf33aa878f63a61e82d7e0995018b9a06d0049690e54238ac2251c.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/bbe79f20f043d5463577d0b65af23e5762e7cbf1cadcc2df7b471d3b9327afc8.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/d0f71ff1a8933f2995118c1703e2692cb433cd3e4e837990a46b8f7fc8225978.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/58f589f75be1f6240c5ed13b5b0c32a0f90d45b61c5f4263b02c526792ec16ee.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/cab2b5c72996d38fa4dcecce272383e7a2004c4070cd8876f2144170c9ea464b.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/75c393c20651dbfb5b7f58486b57e476868a2402c99f788405100771e8768a79.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/c35b0cf87d955dca0af4ceed416ac607cd2e0c8fae36093d899949432747ae20.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/3feae453d474140f7de8fd150226f3a892083c74d5cfa760cae6bb4751375683.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/b7741104d9a5c5099d55460d8737fcc30c3debeffab5298094cd3c96d3711b5d.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/44bd9d6a498ed0771813194e7a426f05f75ac96525518075c032bd74cc81a127.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/064062abca1724695e329c37691e200ad77dbe633df1e5ef7f86aabe49e14439.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/10abbd524c03554bb0d5ce129ab6b17d847bdd51ac9bbd5b068f286db53518a1.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/765712df9d08ccd169143780548eada28a2d6c19a25d051177c177bd2af15ee5.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/c9dddcf147823470ba8730757db07a7a6a322c7c2bb92893fd2f9d839624b83e.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/dbb0e527a8e49cdc6330571d50db86ebc18cb01cb74477ea963e98f00713e628.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/256c2a409c97448d168f3eb1bfb89af3d259dfc05a510a3f464d8e4b348116d4.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/fa4d264b0d3d88d94c163a201f60f4cdd64afb11a35c97ba23668d1eab82f169.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/8ea92bb5ec3c56742fc9f027082bf7299ff099021741735a2222f1d5af65858f.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/590973f06d0d6e04d3f1eb7471445d5acfd7a3b59a060d6f79e39304795b36cd.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/0d545735a02fd66e26df6525f36eb2e5e6f6a1ed3723e0da3e379c8a6f2a1ba9.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/77808680120025f3ef3e5f420a067876d9332bb59ca5c0c65706b1d90c03ffe7.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/5049de29d568f5115a808b6a9570edf70f3bd0f32d82623fdaef3b3ffd1deb2c.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/0fa1498340fca6c562cfa389ad3e93395f44c72fd128d7ba08579a69aaf3b126.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/3b782eb21ce80d977a3d4cf5e2a9173dff8cedf299eb595e03218ea11fa2229a.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/e994ae2517d4dd552ccc4b2750ee1d82a93448ebff22a9771e879b408bf556ca.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/f4ca3eef278f7a9b8da1d5eb7755672670d7523c19c15e33d18964d93c3eab91.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/005f22b65f38af9711537471dd523087e0786dc99f449db907f0e276bd1f7d5c.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/c12bc3e5137bfc75ceac6fea01da61c9374ad6efad269c1aef4517db1bfdf4c6.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/926821780bcae67ae09eb31ef1481fe752951f9c824ef07df9b720e417d5dafe.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/cad00ecf7b1624a8174f23ca3ab1efa702ffd4dd9f61e21cc9f3816d3ea5401b.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/f7b6fb2d6383e943227902ad17cbc8f1d3c2b47a226235db8c3e1e0bb444ab70.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/4ca6b1f38a4486882f3416bced3a1b9462bf55869a5a3cce43fd57c4aa20a478.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/c0cd95382d1f07b92f34aaa07fd120938cb4a95440b50d0ba5c47439e798abb3.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/ea91e967c4bc7f4e2bfa713f736efbef6094350a5b9925c3a92a3e2b83d5a63e.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/e3300e30997c5a355f02ca6972711b2ca843d00a393b62c75818a43c27ff128d.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/917c513d52d8faf6ca2c31557843db054a818a1b47d370b515f9ccb7348975a9.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/c537c37c4424b4ac0ab9c733084b7f5fd875f3c9a2e427923698f32596d5ca35.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/b37cdd794a658f2f4204189900395068ed33c16d7d3be3d2da5f9f967da8400d.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/4dd0f1395b1f3794a1345a21fee8dc3857edbc668bd7e27939908f7882a3b49f.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/e0688f82382f96eb030884a5c22457383a8b27ac4205a0da6cc7177d204ec1b1.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/219e4ec258f8a20f3a1cf3ba29d0bf24bae76dfef75d2582d4e8e220202c4583.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/b8a39b79d61a70ff8675db18f759cae82aefc9f0c3dc48087a44f5805c6da7e7.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/775d13ff46edfd20025cbf064e3a2027a8ac667cb97585a7b297578171407f2c.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/fc081249c09a6611db9dbdbaba25ba093795c107e0d7638bcfca17ac32263090.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/39fd34d01e318b4e3a823d3f1d8f981fc026b13949d9534381f2f60bb7d2b81a.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/9c9ae2984491de1de6fbdb1db522b86b82954ffb95053c1f764a147c2d7538bb.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/d93704a289f0489b2d9719a0dfa006b0155eb424ea1f8913972af817ab8f1875.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/9397ca2dc3a4560eba5f87aef40fd800786ba0312716729ccbdbda185abee27d.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/2c5972dd21d7885cf3fb34e6f90b5ec03ed967c0cf7f24efda478a1319739ca3.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/0015747e6d58b77ff8405ab8183f964a32a9f981d09d0aaa6e3f82d5d5a84d99.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/ad937207ede28cae21fcdb655ddd0d87158b241cf5d7d6dd6f8c1c4cfab14f5a.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/797cbee9b5cd9a107a65635d6a1fe459e4f2de88edfb9f5b628acc78314b6f01.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/b46f9a21911c9a38056ed7bcb4e8be8a215a6525acdbca2b3e152c8eda0a00c1.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/45a130ac775dbd2c8b6ab3ed2f3d6c6c94817849f2395e2940aec517438dc62b.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/c037555c5868855831bce1eca3351b012f26dec2d439690f149903d33482a136.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/0742f0aa63dd74dabbeed758121ded0b9a01f50bcc84573101985e30d512d7f6.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/136607ba21b128928004f762d6f82287e94ab47f5900dca402897de5f4819e81.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/410f55b5985660acad916d1068d3b7f7dac0e80624337e830daf77cd714e09c4.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/2f31c707357489aea9a436f03e9d7aa8a053c74929e2f015cd142274ab426c4b.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/a58204056a3cfccef03a8734d8027df84c3571fda126eb5aa717e24116f348a1.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/c78a79cee59e6362ea095de4d8349b8f24cf5db1c9d6a3fb2bdd737c97949279.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/d205b2c163e78ab42a5d67d7664ef6b75ea0374ff0924467d624f9db0611f0ad.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/f39e3a603cc2411ce2d498651904b8ed6e19a023c06cedd153fff98ef5e9e3a7.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/e96eb5a54207a193057d8fe6f1a99f01b09853229a0b708995bebaa05da03511.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/2412756b5eb4171eaf444bd5bb3fe024e9ab32238129a7c0097a56fcae82174c.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/a9185dc1041395e2223856cbdea60ec11775970e7db3c24ca4ebc882d2bc7ec9.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/140a27497a9bcfe053e43e85b83af96b58b9cd893a881be5e31971492e9b45c7.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/546c7504a27e1181744715bd43b530375bacc4625bd1df23cccd9a19f2be9a04.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/5239e9d7c4442fff121c20196cff5d1ffea3425e9f0ee8249e90a25d39b8bfbf.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/624b3423fea0ce57eb0ece03290b7ef12675cec47202f2938d9f13b222a8b520.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/c41a783c614446e7b4e9c7aa1843d2fd47ff606456c81cf358a5ade5428d6304.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/108a831d9b9d92dd4c79eccedee936fb447ad162a6d71104ba6235f88378c053.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/9d0e589463b5b87af98bb4784d42c4790ef7c9a9b3724bf4f1eed85bcd9db1b2.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/53210d16b2c3f3233ca1da994896c3734c2449532a01c64a921840fe099d3c87.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/96af747c1cbeff2c35c1a8223b43cff11f877759a40082e17abcd189cc188fbd.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/5d0aca12e18047ebf796d6f50a96b4b6d335ffe1df936b2f4ab2c9ba409737a7.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/1b9e97ba99aed432ccc47149bc929f9ad64a16241ac168017205312075600a52.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/8ebd5aff596161f7504c83ca0c4674d775b5250212f0a670ef603ed774f6e070.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/a183f6fb3b044187355c2d92b7c5ae808b20edc1b859787dcfb7edc34d6f00a7.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/1500139d1d3ae064c13645edbacfff24757c287db3047d5ba37034038d29a153.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/210c196e27479176ff8bc31a87f41e22c423c1f7e8b194494c2b461966b55699.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/9e69164cc6311f3a7d695bc00032cf10df5713924b722ba191c9a49396c7e9ed.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/a43e6f4c56c20b9b2f4046215b3e06480247b72b5b61e2c6031b98fcab255448.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/d65cfb0ac4d491236c3612f418a7e81896920041deb545ee3c4e19cb60022ee1.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/cb3f4bf82a025fc47aa7e315ea1fba94ecbbcf30a5457db51ea74ebdb89c0dcf.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/75a8043e4bd814b758272455b427ce4ea1626e3eebb6eaa4b2af2990941a7c27.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/5a8632f7391d3d86140d5668b8dcdd71f7cdc8ac33bd638acaa553af3ee07d25.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/91e7716800b4bd6a5f56583a82ad4efbc67f5c6e3f3e973d48d572db1bfe0ff8.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/ffcfee820aa16670f23e4ee5fbb1d545af827f77e21534eb742569356cf07ac3.json,rep_0
/content/drive/MyDrive/Sorbonne_Data_challenge/folder_training_set/163bb2938cdedebede234145bbd4b3169ae934fd3ecfd66fcd4401fb2a4b393b.json,rep_0
